Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
IL7,0.532199123,1.59740705,2.041446402,2.208756756,2.130285232,2.362009374,2.534121811,0.464739718,2.427019718,0.675945002,1.236540767,2.03323651,2.093743327,1.05104959,1.211132924,0.988969659,0.356219506,1.701347945,0.982609953,1.123419372,1.725639522,1.196246788,1.560137598,2.071083744,1.55175707,1.748658398,0.745266173,2.113014669,0.185809626,1.407781721,2.168577476,0.92644341,2.048371106,1.394125785,1.998613561,1.775427813
IL7R,2.015707176,2.263458765,1.700011877,0.937431552,1.480067865,1.40128819,1.865504794,1.408881901,0.897645625,0.783154971,1.861510037,0.864057246,2.686297796,1.6395509,1.124563745,1.467295615,1.9518994,2.592467967,3.18916867,2.213455236,1.56462542,0.70925478,1.296355659,1.400991596,1.026046399,1.99057437,0.28150888,1.560875158,1.135199632,0.763317882,1.965999149,1.563265507,1.327272787,2.825332339,1.127837762,1.324697051
IL9,-1.024103378,0.384026706,NaN,-0.062568448,0.654664133,0.164499091,0.579879302,0.116285073,-0.488555981,NaN,-0.173633698,-0.171658306,1.592693019,NaN,-0.230823913,0.210818409,-0.72296174,0.801027114,NaN,-1.006914396,0.875795047,0.059770138,0.069854897,NaN,-0.401277387,0.043222351,NaN,0.593268687,0.206998925,0.251434521,NaN,0.35590047,0.513123884,NaN,NaN,-0.064469034
ILK,2.460623426,2.416200692,2.346905501,2.363581203,2.423990518,2.471995129,2.443382405,2.622165221,2.307787037,2.322544753,2.318327988,2.454682061,2.507221684,2.424383736,2.43035753,2.517886359,2.224226825,2.548294049,2.173080337,2.657445478,2.372156897,2.32075834,2.579677545,2.33879049,2.726798626,2.427336715,2.451370262,2.798828274,2.352387736,2.556606689,2.620389315,2.723703503,2.387111489,2.489278092,2.498260473,2.543164675
INFA-Family,2.229961075,3.08302666,2.894040314,0.869679768,2.960460097,2.414715724,3.229686028,1.69518864,2.4861092,1.726711313,3.009920835,2.450407619,3.430952063,2.47777412,2.351049926,2.678204501,2.097239719,3.352249608,2.110868427,2.987226715,2.483936919,2.285278227,2.286325318,2.369147235,2.382090136,3.360658848,1.948111941,2.730187336,2.273591043,2.112769759,2.845929267,2.80069448,3.002144362,2.784243543,2.101108853,2.78042215
INHBA,0.555680219,1.973167098,0.79692189,0.846511903,0.760467859,1.297505449,1.835151807,0.479462975,0.978805437,0.391948345,0.744696255,0.474605347,2.508027318,1.43598147,0.817099639,1.479162323,0.494522204,1.366634836,1.452504843,0.984311679,1.135988789,0.803159282,1.276057831,1.059397985,0.950905131,2.145884693,0.551870056,0.887459258,-0.212130383,0.740454999,1.154780602,0.887379387,1.516329024,0.956205432,0.494369307,1.974283555
INHBB,0.373836631,1.032218418,0.779193123,0.645946875,1.425262245,1.189121566,0.714577876,0.281095321,0.697080596,0.056156243,0.624720938,-0.171658306,1.705397299,0.362629768,0.681220916,0.356946444,0.298227559,1.21201869,-0.067468911,0.5728692,0.828798485,-0.099930705,0.447273238,0.0180053,0.428026386,1.197037216,1.638056203,0.843993564,0.376141324,0.42752578,0.387487279,0.13405172,0.613239037,0.662862265,0.535761992,1.055006807
INPP5J,1.389196386,0.03557206,-0.902048114,-0.11372097,0.192266135,1.913332909,0.061365362,1.047664699,-0.66464724,0.692978341,1.790154129,-0.171658306,1.51066393,NaN,1.846543992,2.287458852,0.481158242,1.166895669,2.085498549,-0.103824409,2.102626197,-0.35520321,-0.345118451,-0.493878061,-1.003337378,0.495520022,2.360690126,1.092440082,1.858369253,0.42752578,1.447485209,1.403564664,NaN,0.287198651,-0.079661961,1.562213433
INS,2.397829435,2.060562648,2.524950844,2.396321093,2.871875707,2.446100535,2.937814149,2.34318227,2.410899722,1.837313004,2.332097535,2.249710549,2.128987332,1.926110853,2.232571317,2.153570329,2.203637913,2.254967059,2.026730383,2.829473023,2.174592161,2.217203658,2.378665486,2.037281405,2.681148914,2.423735082,2.529593661,2.878685334,2.309007701,1.752036871,2.111763149,2.696185909,2.896673301,2.020262102,2.405526915,2.503341258
INSR,0.910395073,2.270128278,1.448199904,1.912096733,1.936559118,1.390669214,2.171281225,1.79752631,1.3523861,0.709368757,1.277933452,1.870298032,2.274091923,1.511232423,1.051722677,1.611356398,1.729591323,2.17506052,0.279318575,1.577416828,1.852344883,0.870106072,1.882768253,1.572447865,1.017851921,2.052885668,0.765161002,1.607946702,1.497563487,1.855750592,1.680399385,2.337084607,1.875550504,2.082789043,2.450537737,1.687579414
INTS7,2.396677242,2.495544148,2.208541596,2.609939897,2.153687229,2.089639218,2.402601985,2.468616042,2.253645273,2.660562315,2.403858101,2.702657813,2.492220275,2.400056266,2.287470631,2.216856364,2.322556822,2.327497816,2.270544651,2.169755536,2.413936798,2.511320416,2.206087493,2.278810294,2.269663894,2.444479252,2.288557998,2.105569438,2.295725489,2.603456159,2.145894472,2.545783632,2.383007208,2.58184855,2.349282329,2.189998477
IRAK1,2.81323249,2.267394401,2.433008405,2.790250283,2.965613677,2.758707423,2.642518254,2.82861094,2.813341737,2.773965388,2.945244872,3.095781629,2.788634855,3.086643343,2.606343493,2.622101322,2.733480212,2.524329696,2.847696329,3.074144727,3.246768127,2.412546158,2.749282793,2.523885448,3.380316443,3.208911727,3.117516339,3.08751027,2.667753625,2.589226447,3.089151188,3.570648974,2.499729762,2.924730074,2.647675927,2.448526478
IRAK2,1.920872531,1.813166166,2.450520272,1.591715077,2.03922146,1.922274582,1.975179214,0.645794397,2.025105456,0.439372995,1.365083628,1.705054269,2.351001181,1.52339833,2.373041879,1.974246402,1.818617503,1.983451439,1.277141656,1.903176149,1.727993428,1.133347507,1.791602116,1.740386064,1.544437327,2.252737366,1.469285897,2.343873495,1.629854422,0.815705951,1.850439578,1.640105538,1.759367072,1.376809426,1.427181175,2.325287526
IRAK3,0.93968445,1.748351228,1.476349787,1.047647032,2.400976155,1.687377836,2.30982908,1.984160328,2.363720644,2.676465843,1.48641824,2.211130358,2.395518892,2.635955192,1.289877913,1.409475496,1.240826087,2.038349286,0.912787031,1.813943593,1.682670449,1.615143667,2.100796963,1.63241573,1.918868899,2.200326383,1.143206182,2.388061609,1.24839161,0.839706227,2.297755851,1.683054982,2.51472941,1.57630429,0.936326144,1.746211442
IRF1,0.833229119,2.463706854,1.957090183,1.552562953,1.837688404,1.390669214,1.864822478,2.049616588,1.748652524,1.995675496,1.533936478,2.215477175,2.111579535,1.764030309,1.365773182,1.756125525,2.596768754,1.963155924,1.464010006,1.519424881,1.650218425,1.388306555,2.05834525,1.740386064,1.676090518,2.099173757,1.765808719,1.811574381,1.550360621,1.007943846,1.690923345,2.136649701,1.614514498,2.198134171,1.488539763,1.627201732
IRF2,0.746748634,2.440668747,2.025835296,2.03703547,2.188777807,2.33865585,2.264126049,1.87157344,2.402051311,2.205375356,1.911197822,2.201779159,2.63503085,2.25181938,2.19758088,1.915826368,2.303367198,2.079393125,1.90617199,0.862317323,2.127651561,2.174740192,2.279988124,2.139590395,1.832353193,2.29140004,2.393931059,2.249187094,1.357536079,2.068779492,2.269146626,1.969953576,2.203648105,2.382803823,2.225958072,1.835898095
IRF3,2.757005458,2.816387702,2.782348364,2.418236684,2.601184156,2.912299182,2.668391241,2.735458702,2.712750087,2.818271885,2.920288038,2.560275639,2.529013979,2.728192625,2.718077848,2.624285822,2.86620565,2.561270649,2.726321473,2.42845211,2.781798377,3.125033762,2.692945076,2.598667147,2.742985387,2.653882514,2.74763475,2.887183428,2.778541392,2.842684684,2.98028067,2.620056907,3.109761699,2.72216654,2.630137821,2.933935627
IRF4,0.453017877,3.332034735,2.615015759,2.727873106,2.795951685,3.00840636,2.913662328,2.78330675,3.075438993,2.594813745,0.060449508,3.029855863,2.691151994,3.028360813,0.8660861,1.855256998,2.192965471,2.525996856,2.399233985,2.801836576,2.649187625,2.868915301,2.872312848,2.63846169,3.033291517,0.645282343,0.592298713,2.820110158,0.497563487,2.190953773,3.02442072,2.652126757,2.938247332,2.667108195,2.835539943,0.572353064
IRF5,1.978062684,2.648192924,2.712532753,2.046897602,2.616003385,2.313461452,2.937063124,1.805798836,2.823903477,1.716547342,2.523346408,2.214968037,3.184315269,3.063886815,2.077384667,2.604656741,1.816114358,2.763292084,1.849277393,2.529138759,2.287975495,2.208752255,2.653750913,2.664182733,2.289582921,3.035518073,2.060646043,2.927345283,2.327572856,1.859336119,2.872998394,2.253307609,2.733038133,2.376809426,3.045900626,2.610392107
IRF6,3.152161564,3.365079458,3.586347469,2.870524973,3.692049411,3.281106835,3.83366506,2.884125676,3.018985071,2.610140351,3.53419187,2.636069956,3.868267817,3.110165864,3.154156382,3.177593515,2.903019133,3.72835397,2.679424645,3.545413063,3.301638484,3.008371167,3.327865572,3.232808406,3.272020053,3.812605832,2.77204195,3.727246458,3.075083308,2.632925646,3.515071961,3.41655299,3.72257932,3.376573812,2.959107178,3.552461367
IRF7,1.784107595,2.740052563,1.743374155,1.835058644,2.214694506,1.756490687,2.5897678,1.696946919,2.317623993,1.167306696,1.640233104,2.729644298,2.747850371,1.687323682,1.309088171,1.965930675,1.894038601,1.515896529,1.455409834,1.202600618,1.53147515,1.481120906,1.952860793,1.97741365,1.21150647,1.637983104,2.268890721,1.845514737,1.5192569,1.799106689,1.662841298,1.920329797,1.73012013,1.797967007,2.421226016,1.637386659
IRF8,3.051626022,2.830113727,3.337976669,2.636208494,3.244035882,2.681584971,2.433724945,2.893990664,2.213874556,2.954927119,2.779573544,2.836576759,3.004268714,2.47536879,3.127301372,2.809718296,2.76361041,2.914006816,2.758749912,1.884065201,2.656075423,2.985320221,3.078782467,3.169210087,2.928984154,2.821011539,2.65998937,2.84642489,3.044617421,3.23837412,2.723427833,1.471178061,2.919222291,2.695650623,2.567476405,3.400839446
IRF9,1.838028001,2.471857061,2.312795734,1.607471139,2.462245812,2.088778377,2.407913921,1.925585739,2.516624532,1.948250846,2.106424091,2.40303424,1.808251679,1.477907359,1.543693052,1.728014307,1.844652702,1.443474866,1.403170216,1.079445434,1.866224982,1.901033323,2.173658618,1.981793127,1.751010957,1.704403795,2.542663567,1.931351487,1.842386917,1.695349113,1.944236356,1.170148066,1.869928491,1.071340266,2.154918589,1.888968481
IRGM,0.795440558,1.580593551,1.991158639,1.110293841,1.765137737,1.694912254,2.029848311,0.433705485,1.287175796,1.367910104,1.415837166,0.782584203,2.204344606,1.374622883,0.698595012,1.457563118,2.407211148,2.353427202,0.425446611,1.6295735,1.278166671,0.738218475,1.380793181,1.340224595,1.163979956,2.151279725,0.765161002,1.748034909,0.704323566,0.533981111,1.829444117,0.931088315,2.082194197,1.814935931,0.802577887,1.825765633
IRS1,1.512455065,1.476723157,1.869539366,0.987510417,0.815515425,1.134535867,1.417391219,1.629707577,0.66779122,1.893428946,1.515294368,1.288595023,1.664077598,1.925160537,1.939926597,1.157761679,0.814857355,2.218259476,2.043120799,1.177777035,1.443092932,1.546799682,1.708727976,1.425200032,2.127317971,1.993830576,0.2178398,0.667902305,1.600782974,2.171601344,0.977312814,2.210085014,1.102949419,2.088545184,0.573550553,2.163417671
IRS2,0.231169127,1.414389097,1.678876861,1.805357122,1.192266135,2.293759201,1.870925077,2.125212643,1.462457559,0.533277498,1.064053632,1.271045383,2.176393001,1.679857117,0.954812664,1.293603779,2.280929426,1.626772198,1.927678586,1.236123652,1.503528438,2.589674096,1.907249063,2.070195918,0.996662622,1.861668197,-0.019521116,1.292238691,0.282719639,0.543321137,1.784783412,1.710008909,2.226956526,2.321960758,0.780676046,1.567312839
ISG15,1.134259114,3.243475591,2.154094148,2.52762918,2.844028582,2.397706794,3.443364384,2.47888353,3.382530241,2.325085066,3.043135234,3.559561964,2.734269158,2.344538938,2.475751641,2.720625564,1.761338099,2.439939206,1.642930555,2.746668663,1.865085101,2.547017319,2.58112107,2.722617727,2.39460263,2.67811927,3.760252415,2.497036729,2.564752324,1.694697508,2.71797621,2.256595244,2.018273862,2.317258374,3.295315383,2.752214072
ISL1,0.754047873,1.421315791,1.715999982,0.363400285,1.795410508,1.413697448,1.611593715,0.692537801,0.92081349,0.374915006,1.626690531,0.636456167,2.025700714,1.202735862,1.134039637,1.150337661,0.657249501,2.096128083,0.621741256,1.69551614,1.542409015,1.095045899,1.475739538,1.546526468,1.181354052,1.826172485,0.370449963,1.823717608,0.717288543,0.619411306,1.782198318,1.595450191,1.829948146,1.59093454,0.378975888,1.613745749
ITGA2,NaN,NaN,-0.123896864,-0.715780961,1.271447381,0.38634784,0.441576604,-0.152560239,0.148266117,NaN,-0.717701743,-0.715726351,1.598333286,-0.734280245,-1.008975164,0.918388585,0.73188312,0.109356348,0.611757035,-0.705884401,0.7395753,-0.209075174,-0.566967201,0.134510869,0.297692617,-1.035958895,NaN,NaN,-0.33706912,0.21364596,1.12344085,NaN,0.36051372,-0.24791455,-0.681721952,NaN
ITGA3,0.867991225,1.718203041,1.318059974,1.047647032,1.440239401,1.4096003,1.757721751,1.538900163,1.328788991,1.409944288,1.350484119,1.519802096,1.992709641,1.224761147,1.066571798,1.316328594,0.467369958,2.186421293,1.539389963,1.627562874,1.54718153,1.805565352,1.629853543,1.481553748,1.887642219,1.853342808,0.868505125,1.603992552,-0.160977861,1.18297714,1.807993116,1.572857677,1.887260978,1.731763872,1.2577973,1.669263077
ITGA4,3.044601842,3.331916557,2.757582897,3.011475552,2.403386676,2.158302589,2.910723344,3.221926247,2.595781936,2.498243873,3.161594887,3.056411916,2.945316861,2.871132553,2.648463159,2.812661199,3.372050609,2.667864921,2.744924466,2.220200686,2.551784776,1.635135645,2.765336573,3.108941282,1.73544318,2.786862751,1.362332073,2.317544557,2.609874151,2.930521571,2.452776455,2.220648805,2.414198579,2.90042364,2.935697794,2.619178273
ITGA5,-0.069860868,0.453107625,0.512925234,0.097132395,1.898129847,0.877709534,1.915063574,0.206461703,1.427019718,-1.023025003,-0.018731738,0.284273649,1.581187856,0.532891483,-0.707945168,0.414938391,0.356219506,0.754450972,-0.544590166,NaN,0.747128438,0.326038028,-0.345118451,-0.493878061,0.376873863,0.968362479,0.457600139,0.579480402,-0.212130383,0.415291323,0.43324477,-0.564918284,0.625828164,0.162259915,0.597031649,0.897742405
ITGA6,0.992929961,1.907504065,2.433008405,1.329542017,1.880685957,1.615517543,2.026096283,1.800992366,1.313076366,0.834307494,1.538775463,0.79615701,2.689413756,1.611093485,1.272058204,1.507483599,1.723420072,2.349905597,0.946771528,1.962501516,1.195888049,1.059770138,1.517012928,1.435540865,1.44691173,2.401474549,1.244437568,1.546000605,1.077904228,1.114261328,1.918966196,1.382842098,1.818952762,1.537415285,1.092795013,1.896160274
ITGA7,1.160588053,1.088946043,1.022231172,1.275445114,0.736334179,1.425761959,1.314218393,0.95658423,0.953400857,0.709368757,0.737143117,0.731431681,1.961884615,0.757081449,0.904838689,1.132504884,0.746860276,1.505846291,0.455409834,0.970809209,1.293330612,0.971132651,1.234665145,1.007865669,1.100466343,1.693205895,0.646656375,1.167299955,0.893379802,1.014238079,1.400168311,1.104088497,1.493379825,0.996892521,0.773122908,1.460575773
ITGA8,-0.546982123,0.398749963,-0.299988123,-0.062568448,0.783330742,0.562439099,0.880909298,0.344764401,0.1804508,-0.324054998,0.303487556,0.097187006,1.646047691,NaN,-0.054732654,-0.048818902,-0.72296174,0.642958959,NaN,-1.006914396,0.761851695,0.268046081,0.387275309,-0.493878061,0.200782604,0.543824702,-0.106671292,-0.066783251,-0.27012233,0.376373257,-1.043876485,0.104088497,0.257851379,0.162259915,NaN,0.198772401
ITGA9,NaN,0.222658704,NaN,0.840521539,0.736334179,-0.914682155,2.439217781,0.232790642,0.313076366,-0.023025003,-0.416671747,NaN,1.399227664,NaN,-0.105885177,-0.1871216,0.55579186,-0.367764906,0.279318575,0.966213457,0.673896525,-0.209075174,-0.566967201,NaN,0.339085302,-0.33698889,NaN,NaN,-1.11522037,-0.049595475,-0.140786498,NaN,-0.617209885,0.185741011,-0.283781944,NaN
ITGAM,-0.723073382,0.067756744,-0.056950074,1.916169865,0.794326126,0.039560354,1.213653706,0.232790642,1.468891669,0.09091835,-0.717701743,1.532246916,1.676735528,0.078633112,-0.406915172,1.013592134,-0.178893696,0.260624024,-0.24356017,0.391025612,0.875795047,0.268046081,0.813244041,0.710241922,-0.003337378,0.587290396,0.416207454,NaN,0.690959604,0.269163288,0.628221373,NaN,0.227888155,0.304927418,1.050671807,-0.842620284
ITGAV,1.247738229,2.138322307,1.7492299,1.393122166,1.883347627,1.085317845,1.846695197,0.533820638,1.80810921,0.18109498,1.375719942,0.381183662,2.1309096,-0.081067731,1.874118195,1.842262178,2.09028556,0.586477603,1.890510636,2.283120215,1.226738493,0.870106072,0.680187414,1.185095315,2.231685781,1.113260218,2.151806353,1.930727948,0.952965492,1.647924463,2.140814946,1.703035253,2.185221742,1.880115263,1.960742568,1.364205592
ITGB1,2.331922479,3.194189672,2.390429479,2.63281593,2.862697544,2.965559621,2.246056793,3.025470667,2.547540365,2.813994946,3.437132896,3.138002273,2.848858216,2.791865108,3.133163917,2.924518908,2.959273616,3.035698795,2.28492802,2.192017474,2.670426066,3.180647666,2.888638912,2.858738535,2.921974713,2.658821741,3.770168541,2.916714165,3.241875555,1.95508408,2.784009498,2.885946408,2.785567185,2.752023403,2.835143809,2.419593421
ITGB2,1.938739303,2.097140521,2.778378056,1.510818944,2.801540307,2.682574128,2.825616238,1.527386528,2.772389479,0.600224288,2.882508564,1.837549695,2.669819365,2.924970224,1.932536269,2.468256976,2.95354897,2.206266361,0.907707505,1.520715505,2.329074175,1.995432399,2.797583795,2.157157534,1.533221064,3.018232682,2.908688464,2.160000716,2.187759567,1.572791264,1.945128131,2.733789276,2.232823373,2.035063422,1.406414136,3.100874232
ITGB3,0.934938015,1.449258609,1.601742569,1.090399013,1.610567426,1.267161433,1.938736708,0.257614226,1.272368868,0.649072855,1.386101978,0.834502002,2.230169667,1.14938119,1.008058176,1.363106753,0.839331124,1.924491165,0.621741256,1.202600618,1.145068447,0.579295242,1.098926345,1.330573209,0.45906062,1.959237397,2.127452125,0.996603727,-0.11522037,0.376373257,1.580405611,1.185847166,1.516329024,1.515513443,2.053477596,1.473350061
ITGB4,1.072806635,1.042202639,1.006436904,0.305408338,1.061497855,1.212422643,1.082554661,0.758216576,0.578390809,0.717337687,0.127396297,0.79615701,1.78821283,1.134951475,0.954812664,0.85917842,0.423166295,1.344042323,0.668484659,2.208723167,1.051886306,1.767340314,1.290365296,0.790552673,1.621975073,1.013259128,1.035996212,0.679183316,0.94547747,0.656553114,0.9975162,1.122313317,1.218480687,0.793478135,0.573550553,0.72558144
ITGB6,-1.024103378,0.8024423,0.973013149,-0.171712917,0.736334179,0.960379108,1.330878306,0.116285073,0.636382756,-1.023025003,0.472629955,-1.016756346,1.700257659,-0.190212201,NaN,0.650151103,-0.325021732,0.959594028,-0.322741416,-1.006914396,0.664941682,-0.099930705,0.499979589,-0.016756806,0.038055307,1.458195699,0.319297441,-0.212911287,NaN,0.462287886,0.579372806,NaN,0.694543976,0.185741011,-0.137653908,0.820137548
ITGB7,2.193906665,1.948161972,2.211561037,2.343214132,2.498691162,2.641137528,2.655536841,1.669794673,2.683949651,2.027354754,2.593840216,2.546249841,2.274682666,2.070199944,1.791741915,2.221542274,1.137376266,2.36982526,0.734163435,1.597311657,1.891111805,1.822621762,2.962634237,2.451467407,2.486902107,2.606307724,2.134155196,1.563789897,2.695146584,2.49684436,1.690923345,2.142935652,2.14245796,1.370880399,2.857291383,2.622762567
ITGB8,1.429214962,2.246116941,2.117898567,2.24894996,2.027322237,1.521480492,2.210276355,1.274183327,2.577272613,1.275828074,1.855169859,0.956371507,2.773239907,1.757081449,2.074885637,1.646981056,1.209004374,2.282056557,0.621741256,1.789659937,1.652086361,1.692460985,1.862246586,1.910099903,1.503167654,2.361111655,1.100454201,1.984093441,1.257691633,1.091331367,2.004176688,1.776845876,2.225087249,2.040206866,1.599311415,2.243027004
ITLN2,0.782076596,1.653217473,1.678876861,0.57425365,1.412374223,1.527797614,1.768083144,0.364069557,0.758598634,0.299194292,1.573445019,0.789423627,2.503054647,1.333905617,1.152392839,1.258093276,0.868102867,2.249759628,0.425446611,1.794489314,1.360277402,1.028612156,1.350363225,1.439356068,0.978933855,2.131062901,0.717237449,1.525869271,0.697692987,0.578793455,1.766356033,1.463110439,1.678357215,1.690176101,0.573550553,1.64874141
ITM2A,0.276926618,1.067756744,0.560349884,0.460310298,1.393663259,1.2496707,0.793759122,0.324561015,1.857796994,0.207423919,0.604517552,1.414607418,2.266939611,1.252491489,0.405998184,0.44126733,0.481158242,1.200436818,0.496802519,0.838183644,1.162677392,0.37719055,1.550304095,1.352768268,-0.003337378,1.23355405,0.416207454,1.170904079,-0.073827685,0.462287886,1.031670477,1.026146323,0.403979414,0.893759144,0.464406083,0.928231728
ITPKB,2.95757935,2.429349685,3.387161668,2.710567612,2.44121975,2.629385889,2.430024074,2.637121179,2.021541995,2.09024969,3.236347704,2.636552666,2.268339595,2.725489071,3.207454667,2.313252114,1.97989943,2.663441513,2.006452999,3.177493089,2.349188429,2.592034398,2.105438558,2.289131724,3.086991228,3.113229416,2.884259245,2.542048301,3.353864929,2.959075654,2.532695199,2.537858331,3.101914151,2.410641929,2.829024074,3.361309653
JAG1,1.062256453,1.817051254,1.580825469,1.389729223,3.009897602,1.689543898,2.036337356,1.322488007,2.007450618,1.47666208,2.268397882,0.875338256,2.455536046,1.688145431,1.066571798,1.425662257,1.35075661,1.841750108,1.272754805,1.587478154,1.110805243,1.608584618,1.020369534,1.287877314,1.555371192,2.09789923,1.40446905,1.529027791,1.033998743,1.001557047,1.539322289,1.252426687,1.946864094,1.402531747,2.532724493,1.773329768
